#m000v7kj,original,hafmed,0,0
1,81592,6,81592,6,1621745516
2,163184,13,81592,7,1621745516
3,244776,19,81592,6,1621745516
4,326368,26,81592,7,1621745516
5,407960,32,81592,6,1621745516
6,489552,38,81592,6,1621745516
7,571144,45,81592,7,1621745516
8,652736,51,81592,6,1621745516
9,734328,58,81592,7,1621745516
10,815920,64,81592,6,1621745516
11,897512,70,81592,6,1621745516
12,979104,77,81592,7,1621745516
13,1060696,83,81592,6,1621745516
14,1142288,90,81592,7,1621745516
